job_title,soft_skills,technical_skills
OTPS Budget Manager,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
"OTPS Coordinator, 	Bureau of Food Safety and Community Sanitation","['professional', 'equivalent', 'full', 'iii', 'procurement', 'minimum']",[]
"OTPS Coordinator, Bureau of Food Safety and Community Sanitation","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
OUTREACH SPECIALIST,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Office Assistant,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Office Assistant - Communications and Docketing Service Unit,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Office Assistant - Communications and Docketing Service Unit.,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Office Assistant - Duplication and Finishing Services Unit,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Office Associate,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
"Office Clerk AOT, Bureau of Mental Health","['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Office Manager,"['equivalent', 'full', 'high', 'educational', 'key', 'clerical']",['data']
"Office Manager/Senior Assistant, Office of the Agency Chief Contracting Officer","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Oiler,"['high', 'vocational', 'full', 'degree', 'technical', 'english']",[]
Operational Review Specialist,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Operations Analyst,"['degree', 'appropriate', 'administrative', 'public', 'full', 'related']",['analysis']
Operations Associate,"['related', 'professional', 'degree', 'economic', 'public', 'organizational']",['analysis']
"Operations Associate, Bureau of Childcare","['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Operations Coordinator,"['high', 'educational', 'supervisory', 'full', 'minimum', 'minute']",[]
Operations Manager,"['administrative', 'full', 'social', 'professional', 'degree', 'public']",[]
Operations Research Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Operations Support - Director,"['administrative', 'degree', 'equivalent', 'technical', 'managerial', 'scientific']",['data']
"Operations/Trades Manager, Groundwater Operations","['supervisory', 'managerial', 'valid', 'full', 'last', 'epidemic']",[]
"Outcome Specialist, Contract Development & Validation","['full', 'equivalent', 'administrative', 'technical', 'educational', 'high']",[]
Outdoor Ropes Course Facilitator,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Outreach Assistant,"['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
"Outreach Assistant, Bureau of Veterinary and Pest Control Services","['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
Outreach Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Outreach Intern,"['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
Outreach Liaison,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Outreach Specialist,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
"Outreach and Training Specialist, Bureau of Early Intervention","['public', 'full', 'iii', 'additional', 'total', 'educational']",[]
Over Dimensional Vehicle Router,"['full', 'requirement', 'additional', 'study', 'urban', 'equivalent']",[]
"Overdose Prevention Trainer, Bureau of Alcohol and Drug Use Prevention, Care and Treatment (BADUPCT)","['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Owner/Driver Resource Center College Intern,"['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
PAM DATA ENTRY CLERK,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
PARALEGAL,"['paralegal', 'legal', 'degree', 'equivalent', 'national', 'high']",[]
PARALEGAL AIDE - LEVEL 2,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
PARALEGAL AIDE - TORT,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
PARALEGAL AIDE -TORT,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
PARALEGAL SUPERVISOR,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
PARALEGAL SUPERVISOR - FAMILY COURT,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
PART TIME - Agency Counsel (part-time),"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
PART-TIME HUMAN CAPITAL SPECIALIST,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
PAYMENT SPECIALIST,"['administrative', 'equivalent', 'professional', 'full', 'clerical', 'assignment']",[]
PAYROLL SYSTEMS ANALYST,"['full', 'engagement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
PEACE OFFICER,"['diploma', 'individual', 'incumbent', 'criminal', 'educational', 'high']",[]
PEOPLESOFT DEVELOPER,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
PEP Sergeant,"['degree', 'equivalent', 'cultural', 'high', 'full', 'fulltime']",[]
PEU CHIEF OF STAFF,"['professional', 'managerial', 'administrative', 'public', 'related', 'full']",[]
PH Adviser,"['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
PLACEMENT SPECIALIST,"['maltreatment', 'subject', 'central', 'indicated', 'specialized', 'additional']",[]
PLASTERER,"['high', 'vocational', 'acceptable', 'full', 'relevant', 'fulltime']",[]
PLASTERER (HOUSING AUTH-40 HRS/WK),"['high', 'vocational', 'acceptable', 'full', 'relevant', 'fulltime']",[]
PLUMBER,"['plumber', 'full', 'equivalent', 'high', 'last', 'requirement']",[]
PLUMBER'S HELPER,"['plumber', 'apprentice', 'full', 'equivalent', 'relevant', 'sufficient']",[]
PREA COMPLIANCE MANAGER,"['full', 'social', 'inmate', 'public', 'equivalent', 'correctional']",[]
PREVAILING WAGE INVESTIGATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
PRINCIPAL ADMINISTRATIVE ASSOCIATE,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
PRINCIPAL ADMINISTRATIVE ASSOCIATE II,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
PRINCIPAL ASSISTANT TO DEPUTY COMMISSIONER,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
PRINCIPAL ASSISTANT TO THE CHIEF OPERATING OFFICER,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
PRINCIPAL ASSISTANT TO THE DEPUTY COMMISSIONER-OCS,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
"PRINCIPAL ASSISTANT, DEPUTY COMMISSIONERâS OFFICE","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
PROCEDURES COORDINATOR,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
PROCUREMENT PROJECT SCHEDULER,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
PRODUCT MANAGEMENT TEAM LEAD,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
PRODUCT MANAGER,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
PROGRAM ADMINISTRATOR,"['social', 'degree', 'administrative', 'managerial', 'maximum', 'large']",[]
PROGRAM ADMINISTRATOR OF SANCTUARY,"['social', 'degree', 'administrative', 'managerial', 'maximum', 'large']",[]
PROGRAM ANALYST,"['administrative', 'full', 'clerical', 'supervisory', 'professional', 'public']",['analysis']
"PROGRAM MANAGER, CANDIDATE SERVICES (TARGET POPULATION) WDD","['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
PROGRAM SUPPORT SPECIALIST,"['full', 'equivalent', 'high', 'educational', 'technical', 'emotional']","['database', 'data', 'analysis', 'programming', 'software']"
PROGRAMMER ANALYST,"['high', 'diploma', 'twenty', 'full', 'educational', 'related']",['programming']
PROJECT DIRECTOR FOR HPA SYSTEMS,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
PROJECT DIRECTOR/SENIOR BUSINESS ANALYST,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
PROJECT DIRECTOR/TECHNICAL TEAM LEAD,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
PROJECT LEAD,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
PROJECT MANAGER,"['architectural', 'accredited', 'appropriate', 'physical', 'equivalent', 'biological']",[]
"PROJECT MANAGER, JOB GENERATION","['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
PROJECT SPECIALIST,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
"PV Lockbox, Payment Reviewer","['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Paralegal,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Paralegal (Office Wide),"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Paralegal - Labor and Employment Law,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
Paralegal - Special Federal Litigation,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
Paralegal Assistant Supervisor,"['paralegal', 'legal', 'degree', 'equivalent', 'professional', 'national']",[]
Parking Data Analyst,"['full', 'requirement', 'additional', 'study', 'urban', 'equivalent']",[]
Parks Enforcement Patrol,"['requirement', 'urban', 'special', 'educational', 'essential', 'medical']",[]
Part Time - Accountant,"['assignment', 'accountant', 'professional', 'national', 'valid', 'regional']",[]
Part-time Call Center Agent,"['actuarial', 'equivalent', 'statistic', 'high', 'educational', 'statistical']",[]
Patient Care Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
"Patient Navigator, Bureau of Public Health Clinics","['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
Payment Analyst,"['administrative', 'full', 'managerial', 'degree', 'equivalent', 'public']",[]
Payment Analyst for the Division of Fiscal Affairs,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Payment Associate,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Payment Certifier,"['equivalent', 'high', 'full', 'educational', 'bookkeeper', 'regional']",[]
Payment Services Coordinator,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Payment Specialist,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Payment Specialist â SEHD,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Payment Supervisor,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Payroll Assistant,"['administrative', 'clerical', 'equivalent', 'high', 'full', 'responsible']",[]
Payroll Clerk,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Peer/Credentialed Alcohol and Substance Abuse Counselor (CASAC),"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Performance Evaluator,"['professional', 'administrative', 'full', 'supervisory', 'managerial', 'social']",['analysis']
Performance Management Analyst,"['public', 'full', 'special', 'individual', 'additional', 'statistic']",['analysis']
Permit Supervisor,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Personnel Administrative Manager,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Personnel Administrator,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
"Personnel Coordinator, Bureau of Food Safety and Community Sanitation","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Personnel Manager,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
"Personnel/Administrative Manager,  Bureau of Mental Health","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Pest Control Aide,"['formal', 'enrolled', 'enhancement', 'english', 'environmental', 'epidemic']",[]
"Pest Control Aide, Bureau of Veterinary and Pest Control Services","['formal', 'enrolled', 'enhancement', 'english', 'environmental', 'epidemic']",[]
"Pharmacy Technician (Part-Time), Bureau of Public Health Clinics","['equivalent', 'full', 'high', 'educational', 'combination', 'related']",[]
"Pharmacy Technician, Bureau of Public Health Clinics","['equivalent', 'full', 'high', 'educational', 'combination', 'related']",[]
"Physician, Bureau of Public Health Clinics","['valid', 'degree', 'individual', 'related', 'american', 'mental']",[]
Plan Examiner,"['degree', 'electrical', 'full', 'civil', 'requirement', 'valid']",[]
"Plan Examiner, Cranes & Derricks","['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
"Plan Examiner, Energy Code","['professional', 'civil', 'requirement', 'valid', 'full', 'mechanical']",[]
Planning Team Leader,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
Plumber,"['plumber', 'full', 'equivalent', 'high', 'last', 'requirement']",[]
Plumber's Helper,"['plumber', 'apprentice', 'full', 'equivalent', 'relevant', 'sufficient']",[]
Plumbing Inspector,"['professional', 'eligible', 'requirement', 'individual', 'placement', 'minimum']",[]
"Poison Information Specialist, Bureau of Environmental Disease and Injury Prevention","['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
